"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"8032670"	8032670	"amyloid beta precursor protein binding family A member 3"	"APBA3"	"9546"	""	""	""	"Homo sapiens amyloid beta precursor protein binding family A member 3 (APBA3), mRNA///Homo sapiens X11L2 mRNA for X11-like protein 2, complete cds///Homo sapiens amyloid beta (A4) precursor protein-binding, family A, member 3, mRNA (cDNA clone MGC:99507 IMAGE:6371716), complete cds///Homo sapiens mRNA for amyloid beta (A4) precursor protein-binding, family A, member 3 variant protein///Homo sapiens amyloid beta (A4) precursor protein-binding, family A, member 3, mRNA (cDNA clone IMAGE:3506382)"	"46255053///4185603///55778558///62088785///14249916"	"NM_004886///AB021638///BC086306///AB209603///BC008338"	NA	NA	"chr19:3750771-3761673"	"19p13.3"	"Chromosome 19, NC_000019.10 (3750773..3761697, complement)"	"beta-amyloid binding///enzyme binding///enzyme inhibitor activity///protein binding"	"chemical synaptic transmission///in utero embryonic development///negative regulation of catalytic activity///protein transport///regulation of gene expression"	"perinuclear region of cytoplasm"	"GO:0001540///GO:0019899///GO:0004857///GO:0005515"	"GO:0007268///GO:0001701///GO:0043086///GO:0015031///GO:0010468"	"GO:0048471"	0.336232619047618	7.86421867346939	8.40441189354036	3.05762262913038e-13	5.50322490173808e-11	19.7526967472587
"7965359"	7965359	"ATPase plasma membrane Ca2+ transporting 1"	"ATP2B1"	"490"	""	""	""	"Homo sapiens ATPase plasma membrane Ca2+ transporting 1 (ATP2B1), transcript variant 1, mRNA///Homo sapiens ATPase plasma membrane Ca2+ transporting 1 (ATP2B1), transcript variant 2, mRNA///Human plasma membrane Ca2+ pumping ATPase mRNA, complete cds///Homo sapiens adenosine triphosphatase mRNA, complete cds///Homo sapiens adenosine triphosphatase mRNA, complete cds"	"48255946///48255944///950413///184269///184271"	"NM_001001323///NM_001682///J04027///M95541///M95542"	NA	NA	"chr12:89981826-90049844"	"12q21.3"	"Chromosome 12, NC_000012.12 (89588049..89709353, complement)"	"ATP binding///PDZ domain binding///calcium-transporting ATPase activity///calmodulin binding///metal ion binding///protein binding"	"aging///brain development///calcium ion export///calcium ion transmembrane transport///cellular calcium ion homeostasis///cellular response to corticosterone stimulus///cellular response to vitamin D///ion transmembrane transport///neural retina development///regulation of cardiac conduction///response to cold///transport"	"apical plasma membrane///basolateral plasma membrane///cytoplasmic side of plasma membrane///dendritic spine membrane///extracellular exosome///integral component of plasma membrane///intracellular membrane-bounded organelle///membrane///membrane raft///neuronal cell body membrane///nucleus///plasma membrane///plasma membrane"	"GO:0005524///GO:0030165///GO:0005388///GO:0005516///GO:0046872///GO:0005515"	"GO:0007568///GO:0007420///GO:1901660///GO:0070588///GO:0006874///GO:0071386///GO:0071305///GO:0034220///GO:0003407///GO:1903779///GO:0009409///GO:0006810"	"GO:0016324///GO:0016323///GO:0009898///GO:0032591///GO:0070062///GO:0005887///GO:0043231///GO:0016020///GO:0045121///GO:0032809///GO:0005634///GO:0005886///GO:0005886"	-0.475660595238089	10.4824480612245	-8.39909009267072	3.13991073472224e-13	5.62094665236808e-11	19.7268248056436
"8008297"	8008297	"xylosyltransferase 2"	"XYLT2"	"64132"	""	""	""	"Homo sapiens xylosyltransferase 2 (XYLT2), transcript variant 1, mRNA///Homo sapiens xylosyltransferase 2 (XYLT2), transcript variant 2, non-coding RNA///PREDICTED: Homo sapiens xylosyltransferase 2 (XYLT2), transcript variant X1, mRNA///Homo sapiens clone DNA108774 I-branching enzyme (UNQ3058) mRNA, complete cds///Homo sapiens xylosyltransferase II, mRNA (cDNA clone MGC:59736 IMAGE:6380013), complete cds"	"570359602///570359606///1034600787///37181285///30354468"	"NM_022167///NR_110010///XM_005257572///AY358090///BC052262"	NA	NA	"chr17:48423393-48438512"	"17q21.33"	"Chromosome 17, NC_000017.11 (50346032..50361185)"	"acetylglucosaminyltransferase activity///protein xylosyltransferase activity"	"chondroitin sulfate biosynthetic process///chondroitin sulfate proteoglycan biosynthetic process///glycosaminoglycan biosynthetic process///heparan sulfate proteoglycan biosynthetic process///heparan sulfate proteoglycan biosynthetic process///heparin biosynthetic process"	"Golgi membrane///cellular_component///endoplasmic reticulum membrane///integral component of membrane"	"GO:0008375///GO:0030158"	"GO:0030206///GO:0050650///GO:0006024///GO:0015012///GO:0015012///GO:0030210"	"GO:0000139///GO:0005575///GO:0005789///GO:0016021"	0.249999404761904	8.11293948979592	8.39734449895369	3.16737965878034e-13	5.63979895713418e-11	19.7183391481507
"8125295"	8125295	"tenascin XB///activating transcription factor 6 beta"	"TNXB///ATF6B"	"7148///1388"	""	""	""	"Homo sapiens activating transcription factor 6 beta (ATF6B), transcript variant 2, mRNA///Homo sapiens activating transcription factor 6 beta (ATF6B), transcript variant 1, mRNA///Homo sapiens activating transcription factor 6 beta, mRNA (cDNA clone IMAGE:4296455), complete cds///Homo sapiens activating transcription factor 6 beta, mRNA (cDNA clone MGC:87823 IMAGE:5766821), complete cds///Homo sapiens cAMP responsive element binding protein-like 1 mRNA, complete cds///Human CREB-RP (creb-rp) mRNA, complete cds///Human adrenal Creb-rp homolog (Creb-rp), complete cds, and tenascin-X (XB), partial cds, mRNA///Homo sapiens cDNA FLJ10066 fis, clone HEMBA1001510"	"209954787///209954786///14250003///50604103///30582922///1144329///1703481///7021901"	"NM_001136153///NM_004381///BC008394///BC077075///BT007042///U31903///U52696///AK000928"	NA	NA	"chr6:32083045-32096030"	"6p21.3///6p21.3"	"Chromosome 6, NC_000006.12 (32041155..32109374, complement)///Chromosome 6, NC_000006.12 (32115268..32128240, complement)"	"collagen binding///heparin binding///integrin binding///protein binding///cAMP response element binding///protein binding///sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding///transcription regulatory region DNA binding"	"actin cytoskeleton organization///cell adhesion///cell-matrix adhesion///collagen fibril organization///collagen metabolic process///elastic fiber assembly///extracellular fibril organization///fatty acid metabolic process///regulation of JUN kinase activity///single organismal cell-cell adhesion///triglyceride metabolic process///ATF6-mediated unfolded protein response///positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress///signal transduction///transcription, DNA-templated"	"extracellular exosome///colocalizes_with extracellular matrix///colocalizes_with extracellular matrix///extracellular space///colocalizes_with fibrillar collagen trimer///intracellular///proteinaceous extracellular matrix///Golgi apparatus///endoplasmic reticulum membrane///integral component of endoplasmic reticulum membrane///integral component of endoplasmic reticulum membrane///intracellular///nucleus///protein-DNA complex"	"GO:0005518///GO:0008201///GO:0005178///GO:0005515///GO:0035497///GO:0005515///GO:0043565///GO:0003700///GO:0044212"	"GO:0030036///GO:0007155///GO:0007160///GO:0030199///GO:0032963///GO:0048251///GO:0043206///GO:0006631///GO:0043506///GO:0016337///GO:0006641///GO:0036500///GO:1990440///GO:0007165///GO:0006351"	"GO:0070062///colocalizes_with GO:0031012///colocalizes_with GO:0031012///GO:0005615///colocalizes_with GO:0005583///GO:0005622///GO:0005578///GO:0005794///GO:0005789///GO:0030176///GO:0030176///GO:0005622///GO:0005634///GO:0032993"	0.378140476190479	10.8627418367347	8.38510958279816	3.36674936476883e-13	5.96290710631423e-11	19.6588705816378
"8139083"	8139083	""	""	""	""	""	""	""	""	""	NA	NA	"chr7:37209285-37209383"	""	""	""	""	""	""	""	""	-0.523903571428571	8.8007612244898	-8.38011714616114	3.45165021891029e-13	6.08093107614052e-11	19.6346084019922
"8032871"	8032871	"dipeptidyl peptidase 9"	"DPP9"	"91039"	""	""	""	"Homo sapiens dipeptidyl peptidase 9 (DPP9), mRNA///Homo sapiens dipeptidyl peptidase-like protein 9 mRNA, complete cds///Homo sapiens dipeptidyl peptidase IV-related protein-2 (DPRP2) mRNA, complete cds///Homo sapiens dipeptidylpeptidase 9 short form (DPP9) mRNA, complete cds; alternatively spliced///Homo sapiens dipeptidyl-peptidase 9, mRNA (cDNA clone MGC:20952 IMAGE:4577856), complete cds///Homo sapiens mRNA; cDNA DKFZp762F117 (from clone DKFZp762F117)///Homo sapiens dipeptidyl peptidase 9 (DPP9) mRNA, complete cds"	"194394145///21704252///27549551///34867977///33991522///50949855///89954289"	"NM_139159///AF452102///AY172660///AY374518///BC037948///CR627380///DQ417928"	NA	NA	"chr19:4675236-4723875"	"19p13.3"	"Chromosome 19, NC_000019.10 (4675226..4723843, complement)"	"aminopeptidase activity///identical protein binding///serine-type peptidase activity"	"proteolysis"	"cytoplasm///cytosol///nucleus"	"GO:0004177///GO:0042802///GO:0008236"	"GO:0006508"	"GO:0005737///GO:0005829///GO:0005634"	0.400492261904763	9.20462765306122	8.37815296678681	3.48563464807034e-13	6.10848299351569e-11	19.6250635260668
"8129218"	8129218	"minichromosome maintenance 9 homologous recombination repair factor"	"MCM9"	"254394"	""	""	""	"Homo sapiens minichromosome maintenance 9 homologous recombination repair factor (MCM9), transcript variant 2, mRNA///Homo sapiens minichromosome maintenance complex component 9, mRNA (cDNA clone MGC:35304 IMAGE:5177145), complete cds///Homo sapiens minichromosome maintenance 9 homologous recombination repair factor (MCM9), transcript variant 1, mRNA///Homo sapiens mRNA; cDNA DKFZp686L19109 (from clone DKFZp686L19109)"	"312284068///21618779///312284069///34368286"	"NM_153255///BC031658///NM_017696///BX649114"	NA	NA	"chr6:119147332-119256303"	"6q22.31"	"Chromosome 6, NC_000006.12 (118813449..118935162, complement)"	"ATP binding///DNA binding///helicase activity"	"DNA replication///cellular response to DNA damage stimulus///double-strand break repair via homologous recombination///female gamete generation"	"MCM8-MCM9 complex///nucleus"	"GO:0005524///GO:0003677///GO:0004386"	"GO:0006260///GO:0006974///GO:0000724///GO:0007292"	"GO:0097362///GO:0005634"	-0.311879166666664	8.33497142857143	-8.36924747810013	3.64394940529503e-13	6.35249127477009e-11	19.5817919446301
"7923378"	7923378	"cysteine and glycine rich protein 1"	"CSRP1"	"1465"	""	""	""	"Homo sapiens cysteine and glycine rich protein 1 (CSRP1), transcript variant 3, mRNA///Homo sapiens cysteine and glycine rich protein 1 (CSRP1), transcript variant 4, mRNA///Homo sapiens cysteine and glycine rich protein 1 (CSRP1), transcript variant 5, mRNA///Homo sapiens cysteine and glycine rich protein 1 (CSRP1), transcript variant 1, mRNA///Homo sapiens mRNA for cysteine and glycine-rich protein 1 variant protein///Homo sapiens cDNA FLJ16726 fis, clone UTERU3014791///Homo sapiens cysteine and glycine-rich protein 1, mRNA (cDNA clone MGC:40335 IMAGE:5244276), complete cds///Homo sapiens cysteine and glycine-rich protein 1 mRNA, complete cds///Human cysteine-rich peptide mRNA, complete cds///Homo sapiens cDNA FLJ44481 fis, clone UTERU2032726///Homo sapiens mRNA; cDNA DKFZp686O2015 (from clone DKFZp686O2015)"	"302191610///302191612///302191614///221316625///62089097///47077529///21595351///54695909///181070///34532930///34364963"	"NM_001193570///NM_001193571///NM_001193572///NM_004078///AB209756///AK131508///BC032493///BT019520///M33146///AK126445///BX641046"	NA	NA	"chr1:201452658-201478584"	"1q32"	"Chromosome 1, NC_000001.11 (201483530..201507259, complement)"	"poly(A) RNA binding///zinc ion binding"	"platelet aggregation"	"extracellular exosome///focal adhesion///nucleus"	"GO:0044822///GO:0008270"	"GO:0070527"	"GO:0070062///GO:0005925///GO:0005634"	0.445371190476187	9.39350244897959	8.36395387874327	3.74142915843066e-13	6.48845659834717e-11	19.5560738874976
"7928551"	7928551	"ribosomal protein S24"	"RPS24"	"6229"	""	""	""	"Homo sapiens ribosomal protein S24 (RPS24), transcript variant c, mRNA///Homo sapiens ribosomal protein S24 (RPS24), transcript variant f, mRNA///Homo sapiens ribosomal protein S24 (RPS24), transcript variant e, mRNA///Homo sapiens ribosomal protein S24 (RPS24), transcript variant b, mRNA///Homo sapiens ribosomal protein S24 (RPS24), transcript variant d, mRNA///Homo sapiens ribosomal protein S24 (RPS24), transcript variant a, mRNA///Homo sapiens full length insert cDNA clone YB24C12///Homo sapiens ribosomal protein S24, mRNA (cDNA clone MGC:8595 IMAGE:2961125), complete cds///Homo sapiens ribosomal protein S24, mRNA (cDNA clone MGC:88611 IMAGE:5556377), complete cds///Homo sapiens mRNA; cDNA DKFZp686N1586 (from clone DKFZp686N1586); complete cds///Human ribosomal protein S24 mRNA///Homo sapiens mRNA; cDNA DKFZp686B0682 (from clone DKFZp686B0682)"	"214829180///214010223///214010221///214829240///214010225///214829145///4761681///38197479///48734993///31874041///337504///34366288"	"NM_001026///NM_001142282///NM_001142283///NM_001142284///NM_001142285///NM_033022///AF147330///BC000523///BC071926///BX537975///M31520///BX647260"	NA	NA	"chr10:79793573-79815192"	"10q22"	"Chromosome 10, NC_000010.11 (78033760..78056813)"	"nucleotide binding///poly(A) RNA binding///structural constituent of ribosome///translation initiation factor binding"	"SRP-dependent cotranslational protein targeting to membrane///erythrocyte homeostasis///maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///rRNA processing///rRNA processing///ribosomal small subunit biogenesis///translation///translational initiation///viral transcription"	"cytoplasm///cytosol///cytosolic small ribosomal subunit///membrane///nucleoplasm///nucleus///small ribosomal subunit///small ribosomal subunit"	"GO:0000166///GO:0044822///GO:0003735///GO:0031369"	"GO:0006614///GO:0034101///GO:0000462///GO:0000184///GO:0006364///GO:0006364///GO:0042274///GO:0006412///GO:0006413///GO:0019083"	"GO:0005737///GO:0005829///GO:0022627///GO:0016020///GO:0005654///GO:0005634///GO:0015935///GO:0015935"	-0.409723690476183	8.03407826530612	-8.36203907632528	3.77732584364895e-13	6.51676780393674e-11	19.5467717766648
"8060063"	8060063	"NADH:ubiquinone oxidoreductase subunit A10"	"NDUFA10"	"4705"	""	""	""	"Homo sapiens NADH:ubiquinone oxidoreductase subunit A10 (NDUFA10), transcript variant 1, mRNA///Homo sapiens mRNA for NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa precursor variant protein///Homo sapiens NADH-ubiquinone oxidoreductase 42 kDa subunit mRNA, complete cds, nuclear gene encoding mitochondrial protein///Homo sapiens NADH dehydrogenase mRNA, complete cds///Homo sapiens NADH dehydrogenase ubiquinone 1 alpha subcomplex mRNA, complete cds///Homo sapiens NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa, mRNA (cDNA clone MGC:5103 IMAGE:3451514), complete cds///Homo sapiens NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa, mRNA (cDNA clone MGC:45660 IMAGE:4872196), complete cds///Homo sapiens NADH:ubiquinone oxidoreductase subunit A10 (NDUFA10), transcript variant 2, mRNA"	"270132477///62088459///4191347///33150571///17981383///13097332///21411520///1015181837"	"NM_004544///AB209440///AF087661///AF087854///AF453834///BC003417///BC031332///NM_001322019"	NA	NA	"chr2:240900156-240964798"	"2q37.3"	"Chromosome 2, NC_000002.12 (239892450..240025402, complement)"	"NADH dehydrogenase (ubiquinone) activity"	"mitochondrial electron transport, NADH to ubiquinone///mitochondrial electron transport, NADH to ubiquinone///mitochondrial respiratory chain complex I assembly///response to drug"	"mitochondrial inner membrane///mitochondrial matrix///mitochondrial respiratory chain complex I///mitochondrial respiratory chain complex I///myelin sheath"	"GO:0008137"	"GO:0006120///GO:0006120///GO:0032981///GO:0042493"	"GO:0005743///GO:0005759///GO:0005747///GO:0005747///GO:0043209"	-0.226319642857138	9.17641530612245	-8.35163864204077	3.97838094523651e-13	6.82360881594234e-11	19.4962523655495
"7902396"	7902396	"small nucleolar RNA, C/D box 45C"	"SNORD45C"	"692085"	""	""	""	"Homo sapiens small nucleolar RNA, C/D box 45C (SNORD45C), small nucleolar RNA"	"98162758"	"NR_003042"	NA	NA	"chr1:76252757-76252834"	"1p31.1"	"Chromosome 1, NC_000001.11 (75787072..75787149)"	""	""	""	""	""	""	-0.493887261904764	6.61423520408163	-8.35074393969181	3.99616697933374e-13	6.82360881594234e-11	19.4919068764288
"8145027"	8145027	"family with sequence similarity 160 member B2"	"FAM160B2"	"64760"	""	""	""	"Homo sapiens family with sequence similarity 160 member B2 (FAM160B2), mRNA///PREDICTED: Homo sapiens family with sequence similarity 160 member B2 (FAM160B2), transcript variant X12, mRNA///PREDICTED: Homo sapiens family with sequence similarity 160 member B2 (FAM160B2), transcript variant X2, misc_RNA///Homo sapiens FP13191 mRNA, complete cds///Homo sapiens cDNA FLJ38605 fis, clone HEART2004931"	"89337269///767951125///767951114///33321912///21755280"	"NM_022749///XM_005273602///XR_428314///AF495722///AK095924"	NA	NA	"chr8:21946714-21961891"	"8p21.3"	"Chromosome 8, NC_000008.11 (22089150..22104380)"	""	""	""	""	""	""	0.407964880952379	9.09853704081633	8.34688969796641	4.07369670430501e-13	6.92050403894102e-11	19.4731880201284
"7940372"	7940372	"transmembrane protein 109"	"TMEM109"	"79073"	""	""	""	"Homo sapiens transmembrane protein 109 (TMEM109), mRNA///Homo sapiens transmembrane protein 109, mRNA (cDNA clone MGC:5508 IMAGE:3453616), complete cds"	"215983102///12654924"	"NM_024092///BC001309"	NA	NA	"chr11:60681677-60690915"	"11q12.2"	"Chromosome 11, NC_000011.10 (60913899..60923443)"	"molecular_function///voltage-gated ion channel activity"	"cellular response to gamma radiation///intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator///ion transport///negative regulation of cell death///regulation of ion transmembrane transport"	"extracellular exosome///integral component of membrane///nuclear outer membrane///sarcoplasmic reticulum membrane"	"GO:0003674///GO:0005244"	"GO:0071480///GO:0042771///GO:0006811///GO:0060548///GO:0034765"	"GO:0070062///GO:0016021///GO:0005640///GO:0033017"	0.32084523809524	11.2078673469388	8.34191337168013	4.17601823999743e-13	7.05831874808093e-11	19.4490215943674
"8083221"	8083221	"PBX homeobox 2///PBX homeobox 2 pseudogene 1"	"PBX2///PBX2P1"	"5089///5088"	""	""	""	"Homo sapiens PBX homeobox 2 (PBX2), mRNA///Homo sapiens pre-B-cell leukemia homeobox 2, mRNA (cDNA clone IMAGE:3501925), with apparent retained intron///Homo sapiens pre-B-cell leukemia homeobox 2, mRNA (cDNA clone MGC:99466 IMAGE:6425904), complete cds///Homo sapiens pre-B-cell leukemia transcription factor 2 mRNA, complete cds///Human PBX2 mRNA///Homo sapiens cDNA clone IMAGE:5298595, partial cds"	"124494249///13111886///52078431///32879988///35312///45709953"	"NM_002586///BC003111///BC082261///BT009823///X59842///BC067737"	NA	NA	"chr3:142895127-142897307"	"6p21.3///3q24"	"Chromosome 6, NC_000006.12 (32184733..32190186, complement)///Chromosome 3, NC_000003.12 (143176062..143179253)"	"chromatin binding///protein binding///sequence-specific DNA binding///transcription factor activity, sequence-specific DNA binding///transcription factor binding"	"embryonic limb morphogenesis///positive regulation of transcription from RNA polymerase II promoter///proximal/distal pattern formation///transcription, DNA-templated"	"nucleus///transcription factor complex"	"GO:0003682///GO:0005515///GO:0043565///GO:0003700///GO:0008134"	"GO:0030326///GO:0045944///GO:0009954///GO:0006351"	"GO:0005634///GO:0005667"	0.396764285714287	10.4494479591837	8.33265515581246	4.37324408531969e-13	7.35433880347928e-11	19.4040672916739
"8103206"	8103206	"F-box and WD repeat domain containing 7"	"FBXW7"	"55294"	""	""	""	"Homo sapiens F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase (FBXW7), transcript variant 2, mRNA///Homo sapiens archipelago beta form mRNA, complete cds///Homo sapiens F-box protein SEL10 (SEL10) mRNA, complete cds///Homo sapiens F-box protein FBW7 mRNA, complete cds///Homo sapiens F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase (FBXW7), transcript variant 1, mRNA///Homo sapiens F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase (FBXW7), transcript variant 3, mRNA///Homo sapiens archipelago alpha form mRNA, complete cds///Homo sapiens F-box protein CDC4 (CDC4) mRNA, complete cds///Homo sapiens F-box and WD repeat domain containing 7, mRNA (cDNA clone MGC:150853 IMAGE:40125795), complete cds///Homo sapiens F-box and WD repeat domain containing 7, mRNA (cDNA clone MGC:150855 IMAGE:40125797), complete cds///Homo sapiens F-box and WD repeat domain containing 7, mRNA (cDNA clone MGC:177479 IMAGE:9052462), complete cds///Homo sapiens mRNA; cDNA DKFZp686F23254 (from clone DKFZp686F23254)"	"125991238///15721928///15822536///14280320///379991107///61743925///15721926///15809701///109658523///109659001///219518972///51476339"	"NM_018315///AF411972///AY008274///AY033553///NM_033632///NM_001013415///AF411971///AY049984///BC117244///BC117246///BC143944///CR749305"	NA	NA	"chr4:153242410-153456172"	"4q31.3"	"Chromosome 4, NC_000004.12 (152321258..152536095, complement)"	"cyclin binding///cyclin binding///identical protein binding///phosphothreonine binding///protein binding///protein binding, bridging///ubiquitin protein ligase binding///ubiquitin-protein transferase activator activity///ubiquitin-protein transferase activity///ubiquitin-protein transferase activity"	"SCF-dependent proteasomal ubiquitin-dependent protein catabolic process///lipid homeostasis///negative regulation of DNA endoreduplication///negative regulation of Notch signaling pathway///negative regulation of SREBP signaling pathway///negative regulation of hepatocyte proliferation///negative regulation of triglyceride biosynthetic process///positive regulation of ERK1 and ERK2 cascade///positive regulation of epidermal growth factor-activated receptor activity///positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway///positive regulation of proteasomal protein catabolic process///positive regulation of protein targeting to mitochondrion///positive regulation of protein ubiquitination///positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process///positive regulation of ubiquitin-protein transferase activity///protein polyubiquitination///protein stabilization///protein ubiquitination///regulation of cell cycle G1/S phase transition///regulation of lipid storage///regulation of mitophagy///regulation of protein localization///sister chromatid cohesion///vasculature development///viral process"	"Parkin-FBXW7-Cul1 ubiquitin ligase complex///SCF ubiquitin ligase complex///cytoplasm///cytosol///nucleolus///nucleoplasm"	"GO:0030332///GO:0030332///GO:0042802///GO:0050816///GO:0005515///GO:0030674///GO:0031625///GO:0097027///GO:0004842///GO:0004842"	"GO:0031146///GO:0055088///GO:0032876///GO:0045746///GO:2000639///GO:2000346///GO:0010868///GO:0070374///GO:0045741///GO:1903378///GO:1901800///GO:1903955///GO:0031398///GO:2000060///GO:0051443///GO:0000209///GO:0050821///GO:0016567///GO:1902806///GO:0010883///GO:1903146///GO:0032880///GO:0007062///GO:0001944///GO:0016032"	"GO:1990452///GO:0019005///GO:0005737///GO:0005829///GO:0005730///GO:0005654"	-0.357341309523809	8.67440102040816	-8.32145228227923	4.62434352896149e-13	7.73752595396135e-11	19.3496812968509
"8059393"	8059393	"cullin 3"	"CUL3"	"8452"	""	""	""	"Homo sapiens cullin 3 (CUL3), transcript variant 2, mRNA///Homo sapiens cullin 3 (CUL3), transcript variant 3, mRNA///Homo sapiens cullin 3 (CUL3), transcript variant 1, mRNA///PREDICTED: Homo sapiens cullin 3 (CUL3), transcript variant X1, mRNA///Homo sapiens clone 24454 cul-3 mRNA, complete cds///Homo sapiens cullin 3 mRNA, complete cds///Homo sapiens cullin 3 mRNA, complete cds///Homo sapiens cDNA, FLJ98537///Homo sapiens cullin 3 isoform (CUL3) mRNA, complete cds///Homo sapiens cullin 3, mRNA (cDNA clone IMAGE:3861760), partial cds///Homo sapiens cullin 3, mRNA (cDNA clone MGC:48882 IMAGE:5784147), complete cds///Homo sapiens cullin 3, mRNA (cDNA clone MGC:102838 IMAGE:6168545), complete cds///Homo sapiens cDNA FLJ25665 fis, clone TST02955"	"380714662///380714664///380714661///767920143///3360456///3139078///3639051///164695844///33286087///21594097///24660077///62204955///21758562"	"NM_001257197///NM_001257198///NM_003590///XM_006712800///AF052147///AF062537///AF064087///AK308496///AY337761///BC031844///BC039598///BC092409///AK098531"	NA	NA	"chr2:225334869-225450114"	"2q36.2"	"Chromosome 2, NC_000002.12 (224470150..224585397, complement)"	"POZ domain binding///cyclin binding///protein binding///protein heterodimerization activity///protein homodimerization activity///contributes_to ubiquitin protein ligase activity///ubiquitin protein ligase binding///contributes_to ubiquitin-protein transferase activity"	"COPII vesicle coating///ER to Golgi vesicle-mediated transport///G1/S transition of mitotic cell cycle///MAPK cascade///Wnt signaling pathway///cell cycle arrest///cell migration///cell projection organization///embryonic cleavage///fibroblast apoptotic process///gastrulation///integrin-mediated signaling pathway///intrinsic apoptotic signaling pathway///liver morphogenesis///mitotic metaphase plate congression///negative regulation of Rho protein signal transduction///negative regulation of canonical Wnt signaling pathway///negative regulation of cyclin-dependent protein serine/threonine kinase by cyclin degradation///negative regulation of transcription from RNA polymerase II promoter///positive regulation of cell proliferation///positive regulation of cytokinesis///positive regulation of mitotic metaphase/anaphase transition///proteasome-mediated ubiquitin-dependent protein catabolic process///protein monoubiquitination///protein polyubiquitination///protein ubiquitination///protein ubiquitination involved in ubiquitin-dependent protein catabolic process///stem cell division///stress fiber assembly///trophectodermal cellular morphogenesis"	"Cul3-RING ubiquitin ligase complex///Golgi membrane///cytosol///extracellular exosome///membrane///nucleoplasm///polar microtubule"	"GO:0031208///GO:0030332///GO:0005515///GO:0046982///GO:0042803///contributes_to GO:0061630///GO:0031625///contributes_to GO:0004842"	"GO:0048208///GO:0006888///GO:0000082///GO:0000165///GO:0016055///GO:0007050///GO:0016477///GO:0030030///GO:0040016///GO:0044346///GO:0007369///GO:0007229///GO:0097193///GO:0072576///GO:0007080///GO:0035024///GO:0090090///GO:0008054///GO:0000122///GO:0008284///GO:0032467///GO:0045842///GO:0043161///GO:0006513///GO:0000209///GO:0016567///GO:0042787///GO:0017145///GO:0043149///GO:0001831"	"GO:0031463///GO:0000139///GO:0005829///GO:0070062///GO:0016020///GO:0005654///GO:0005827"	-0.241866428571425	10.0830573469388	-8.3178796951666	4.70740079854869e-13	7.83711621946379e-11	19.3323401544421
"8145175"	8145175	"PDZ and LIM domain 2"	"PDLIM2"	"64236"	""	""	""	"Homo sapiens PDZ and LIM domain 2 (PDLIM2), transcript variant 2, mRNA///Homo sapiens PDZ and LIM domain 2 (PDLIM2), transcript variant 1, mRNA///Homo sapiens PDZ and LIM domain 2 (PDLIM2), transcript variant 3, mRNA///Homo sapiens PDZ-LIM protein mystique mRNA, complete cds///Homo sapiens PDZ-LIM protein mystique variant mRNA, complete cds///Homo sapiens PDZ-LIM protein mRNA, complete cds///Homo sapiens PDZ and LIM domain 2 (mystique), mRNA (cDNA clone MGC:31819 IMAGE:3959372), complete cds///Homo sapiens PDZ and LIM domain 2 (mystique), mRNA (cDNA clone MGC:88416 IMAGE:4593207), complete cds///Homo sapiens mRNA for FLJ00349 protein///Homo sapiens cDNA FLJ31220 fis, clone KIDNE2004262"	"311771771///311771773///311771774///10445214///33151167///28629835///18204288///47940542///21748551///16550596"	"NM_021630///NM_176871///NM_198042///AY007729///AY070438///AY217349///BC021556///BC071774///AK090432///AK055782"	NA	NA	"chr8:22436254-22455538"	"8p21.3"	"Chromosome 8, NC_000008.11 (22578741..22598025)"	"filamin binding///muscle alpha-actinin binding///myosin heavy chain binding///protein binding///zinc ion binding"	""	"actin cytoskeleton///cortical actin cytoskeleton///extracellular exosome///focal adhesion///nucleus///stress fiber"	"GO:0031005///GO:0051371///GO:0032036///GO:0005515///GO:0008270"	""	"GO:0015629///GO:0030864///GO:0070062///GO:0005925///GO:0005634///GO:0001725"	0.343744285714285	8.99417795918367	8.31591204123304	4.75377874857329e-13	7.87495378065895e-11	19.3227897899292
